Project,Observation Year,Observation Month/Day,Location,Species,Fish Count,Fish Count.1, CASE  WHEN Count Type = 'Counted Live' THEN 'Counted' ELSE Count Type END,Method
George River Escapement,2012,06/29,George River,Chinook,63.0,63.0,Estimated,Weir
George River Escapement,2012,06/30,George River,Chinook,80.0,80.0,Estimated,Weir
George River Escapement,2012,07/01,George River,Chinook,74.0,74.0,Counted,Weir
George River Escapement,2012,07/02,George River,Chinook,74.0,74.0,Counted,Weir
George River Escapement,2012,07/03,George River,Chinook,26.0,26.0,Counted,Weir
George River Escapement,2012,07/04,George River,Chinook,28.0,28.0,Counted,Weir
George River Escapement,2012,07/05,George River,Chinook,150.0,150.0,Counted,Weir
George River Escapement,2012,07/06,George River,Chinook,146.0,146.0,Counted,Weir
George River Escapement,2012,07/07,George River,Chinook,167.0,167.0,Counted,Weir
George River Escapement,2012,07/08,George River,Chinook,55.0,55.0,Counted,Weir
George River Escapement,2012,07/09,George River,Chinook,45.0,45.0,Counted,Weir
George River Escapement,2012,07/10,George River,Chinook,121.0,121.0,Counted,Weir
George River Escapement,2012,07/11,George River,Chinook,47.0,47.0,Counted,Weir
George River Escapement,2012,07/12,George River,Chinook,40.0,40.0,Counted,Weir
George River Escapement,2012,07/13,George River,Chinook,245.0,245.0,Counted,Weir
George River Escapement,2012,07/14,George River,Chinook,78.0,78.0,Estimated,Weir
George River Escapement,2012,07/15,George River,Chinook,90.0,90.0,Counted,Weir
George River Escapement,2012,07/16,George River,Chinook,102.0,102.0,Counted,Weir
George River Escapement,2012,07/17,George River,Chinook,50.0,50.0,Counted,Weir
George River Escapement,2012,07/18,George River,Chinook,66.0,66.0,Counted,Weir
George River Escapement,2012,07/19,George River,Chinook,87.0,87.0,Counted,Weir
George River Escapement,2012,07/20,George River,Chinook,31.0,31.0,Counted,Weir
George River Escapement,2012,07/21,George River,Chinook,69.0,69.0,Counted,Weir
George River Escapement,2012,07/22,George River,Chinook,41.0,41.0,Counted,Weir
George River Escapement,2012,07/23,George River,Chinook,29.0,29.0,Counted,Weir
George River Escapement,2012,07/24,George River,Chinook,57.0,57.0,Counted,Weir
George River Escapement,2012,07/25,George River,Chinook,58.0,58.0,Counted,Weir
George River Escapement,2012,07/26,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2012,07/27,George River,Chinook,26.0,26.0,Counted,Weir
George River Escapement,2012,07/28,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2012,07/29,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2012,07/30,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2012,07/31,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2012,08/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/02,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2012,08/03,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2012,08/04,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2012,08/05,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2012,08/06,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2012,08/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/08,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2012,08/09,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2012,08/10,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2012,08/11,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2012,08/12,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2012,08/13,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2012,08/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/21,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2012,08/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,08/31,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2012,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,09/06,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/07,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/08,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/09,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/10,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/11,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/12,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2012,09/16,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/17,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/18,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/19,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2012,09/20,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,06/16,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,06/17,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,06/18,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,06/19,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2013,06/20,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2013,06/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,06/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,06/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,06/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,06/25,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2013,06/26,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2013,06/27,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2013,06/28,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2013,06/29,George River,Chinook,23.0,23.0,Counted,Weir
George River Escapement,2013,06/30,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2013,07/01,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2013,07/02,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2013,07/03,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2013,07/04,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2013,07/05,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2013,07/06,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2013,07/07,George River,Chinook,100.0,100.0,Estimated,Weir
George River Escapement,2013,07/08,George River,Chinook,91.0,91.0,Estimated,Weir
George River Escapement,2013,07/09,George River,Chinook,86.0,86.0,Estimated,Weir
George River Escapement,2013,07/10,George River,Chinook,85.0,85.0,Estimated,Weir
George River Escapement,2013,07/11,George River,Chinook,159.0,159.0,Estimated,Weir
George River Escapement,2013,07/12,George River,Chinook,150.0,150.0,Counted,Weir
George River Escapement,2013,07/13,George River,Chinook,53.0,53.0,Counted,Weir
George River Escapement,2013,07/14,George River,Chinook,124.0,124.0,Counted,Weir
George River Escapement,2013,07/15,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2013,07/16,George River,Chinook,25.0,25.0,Counted,Weir
George River Escapement,2013,07/17,George River,Chinook,32.0,32.0,Counted,Weir
George River Escapement,2013,07/18,George River,Chinook,48.0,48.0,Counted,Weir
George River Escapement,2013,07/19,George River,Chinook,36.0,36.0,Counted,Weir
George River Escapement,2013,07/20,George River,Chinook,26.0,26.0,Counted,Weir
George River Escapement,2013,07/21,George River,Chinook,41.0,41.0,Counted,Weir
George River Escapement,2013,07/22,George River,Chinook,21.0,21.0,Counted,Weir
George River Escapement,2013,07/23,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2013,07/24,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2013,07/25,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2013,07/26,George River,Chinook,9.0,9.0,Counted,Weir
George River Escapement,2013,07/27,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2013,07/28,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2013,07/29,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2013,07/30,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2013,07/31,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2013,08/01,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2013,08/02,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2013,08/03,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2013,08/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/07,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2013,08/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/09,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2013,08/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/11,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2013,08/12,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2013,08/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/17,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2013,08/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/21,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2013,08/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/23,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2013,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,09/01,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,09/03,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/04,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/05,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/06,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/07,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/08,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/09,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/10,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/11,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/12,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/13,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/14,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/16,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2013,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2013,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2014,06/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,06/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,06/20,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2014,06/21,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,06/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,06/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,06/24,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2014,06/25,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2014,06/26,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2014,06/27,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,06/28,George River,Chinook,74.0,74.0,Estimated,Weir
George River Escapement,2014,06/29,George River,Chinook,15.0,15.0,Counted,Weir
George River Escapement,2014,06/30,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,07/01,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2014,07/02,George River,Chinook,132.0,132.0,Estimated,Weir
George River Escapement,2014,07/03,George River,Chinook,139.0,139.0,Estimated,Weir
George River Escapement,2014,07/04,George River,Chinook,278.0,278.0,Counted,Weir
George River Escapement,2014,07/05,George River,Chinook,597.0,597.0,Counted,Weir
George River Escapement,2014,07/06,George River,Chinook,34.0,34.0,Counted,Weir
George River Escapement,2014,07/07,George River,Chinook,244.0,244.0,Counted,Weir
George River Escapement,2014,07/08,George River,Chinook,150.0,150.0,Counted,Weir
George River Escapement,2014,07/09,George River,Chinook,237.0,237.0,Counted,Weir
George River Escapement,2014,07/10,George River,Chinook,239.0,239.0,Counted,Weir
George River Escapement,2014,07/11,George River,Chinook,61.0,61.0,Counted,Weir
George River Escapement,2014,07/12,George River,Chinook,48.0,48.0,Counted,Weir
George River Escapement,2014,07/13,George River,Chinook,89.0,89.0,Counted,Weir
George River Escapement,2014,07/14,George River,Chinook,59.0,59.0,Counted,Weir
George River Escapement,2014,07/15,George River,Chinook,105.0,105.0,Counted,Weir
George River Escapement,2014,07/16,George River,Chinook,178.0,178.0,Counted,Weir
George River Escapement,2014,07/17,George River,Chinook,42.0,42.0,Counted,Weir
George River Escapement,2014,07/18,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2014,07/19,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2014,07/20,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2014,07/21,George River,Chinook,36.0,36.0,Estimated,Weir
George River Escapement,2014,07/22,George River,Chinook,23.0,23.0,Counted,Weir
George River Escapement,2014,07/23,George River,Chinook,27.0,27.0,Estimated,Weir
George River Escapement,2014,07/24,George River,Chinook,12.0,12.0,Counted,Weir
George River Escapement,2014,07/25,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2014,07/26,George River,Chinook,13.0,13.0,Counted,Weir
George River Escapement,2014,07/27,George River,Chinook,31.0,31.0,Counted,Weir
George River Escapement,2014,07/28,George River,Chinook,8.0,8.0,Counted,Weir
George River Escapement,2014,07/29,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2014,07/30,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2014,07/31,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2014,08/01,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2014,08/02,George River,Chinook,6.0,6.0,Estimated,Weir
George River Escapement,2014,08/03,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2014,08/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/05,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2014,08/06,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/07,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2014,08/08,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,08/09,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2014,08/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/11,George River,Chinook,2.0,2.0,Estimated,Weir
George River Escapement,2014,08/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/15,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2014,08/16,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,08/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/18,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2014,08/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/21,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/24,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,08/25,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/26,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2014,08/27,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,08/29,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,08/30,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,08/31,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/01,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,09/02,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,09/03,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/04,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/06,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2014,09/07,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/08,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/10,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/11,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/13,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/14,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/15,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/16,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2014,09/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,06/15,George River,Chinook,0.0,0.0,Estimated,Weir
George River Escapement,2015,06/16,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2015,06/17,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,06/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,06/19,George River,Chinook,10.0,10.0,Counted,Weir
George River Escapement,2015,06/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,06/21,George River,Chinook,7.0,7.0,Counted,Weir
George River Escapement,2015,06/22,George River,Chinook,32.0,32.0,Counted,Weir
George River Escapement,2015,06/23,George River,Chinook,96.0,96.0,Counted,Weir
George River Escapement,2015,06/24,George River,Chinook,49.0,49.0,Counted,Weir
George River Escapement,2015,06/25,George River,Chinook,20.0,20.0,Counted,Weir
George River Escapement,2015,06/26,George River,Chinook,20.0,20.0,Estimated,Weir
George River Escapement,2015,06/27,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2015,06/28,George River,Chinook,32.0,32.0,Counted,Weir
George River Escapement,2015,06/29,George River,Chinook,36.0,36.0,Counted,Weir
George River Escapement,2015,06/30,George River,Chinook,33.0,33.0,Counted,Weir
George River Escapement,2015,07/01,George River,Chinook,74.0,74.0,Counted,Weir
George River Escapement,2015,07/02,George River,Chinook,27.0,27.0,Counted,Weir
George River Escapement,2015,07/03,George River,Chinook,17.0,17.0,Counted,Weir
George River Escapement,2015,07/04,George River,Chinook,79.0,79.0,Counted,Weir
George River Escapement,2015,07/05,George River,Chinook,157.0,157.0,Counted,Weir
George River Escapement,2015,07/06,George River,Chinook,282.0,282.0,Counted,Weir
George River Escapement,2015,07/07,George River,Chinook,259.0,259.0,Counted,Weir
George River Escapement,2015,07/08,George River,Chinook,90.0,90.0,Counted,Weir
George River Escapement,2015,07/09,George River,Chinook,32.0,32.0,Counted,Weir
George River Escapement,2015,07/10,George River,Chinook,83.0,83.0,Counted,Weir
George River Escapement,2015,07/11,George River,Chinook,119.0,119.0,Counted,Weir
George River Escapement,2015,07/12,George River,Chinook,50.0,50.0,Counted,Weir
George River Escapement,2015,07/13,George River,Chinook,84.0,84.0,Counted,Weir
George River Escapement,2015,07/14,George River,Chinook,68.0,68.0,Counted,Weir
George River Escapement,2015,07/15,George River,Chinook,63.0,63.0,Counted,Weir
George River Escapement,2015,07/16,George River,Chinook,17.0,17.0,Counted,Weir
George River Escapement,2015,07/17,George River,Chinook,20.0,20.0,Counted,Weir
George River Escapement,2015,07/18,George River,Chinook,27.0,27.0,Counted,Weir
George River Escapement,2015,07/19,George River,Chinook,22.0,22.0,Counted,Weir
George River Escapement,2015,07/20,George River,Chinook,50.0,50.0,Counted,Weir
George River Escapement,2015,07/21,George River,Chinook,32.0,32.0,Counted,Weir
George River Escapement,2015,07/22,George River,Chinook,29.0,29.0,Counted,Weir
George River Escapement,2015,07/23,George River,Chinook,21.0,21.0,Counted,Weir
George River Escapement,2015,07/24,George River,Chinook,23.0,23.0,Counted,Weir
George River Escapement,2015,07/25,George River,Chinook,17.0,17.0,Counted,Weir
George River Escapement,2015,07/26,George River,Chinook,18.0,18.0,Counted,Weir
George River Escapement,2015,07/27,George River,Chinook,29.0,29.0,Counted,Weir
George River Escapement,2015,07/28,George River,Chinook,31.0,31.0,Counted,Weir
George River Escapement,2015,07/29,George River,Chinook,27.0,27.0,Counted,Weir
George River Escapement,2015,07/30,George River,Chinook,16.0,16.0,Counted,Weir
George River Escapement,2015,07/31,George River,Chinook,17.0,17.0,Counted,Weir
George River Escapement,2015,08/01,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2015,08/02,George River,Chinook,11.0,11.0,Counted,Weir
George River Escapement,2015,08/03,George River,Chinook,7.0,7.0,Estimated,Weir
George River Escapement,2015,08/04,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2015,08/05,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2015,08/06,George River,Chinook,5.0,5.0,Counted,Weir
George River Escapement,2015,08/07,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2015,08/08,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2015,08/09,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/10,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2015,08/11,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2015,08/12,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/13,George River,Chinook,6.0,6.0,Counted,Weir
George River Escapement,2015,08/14,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2015,08/15,George River,Chinook,4.0,4.0,Counted,Weir
George River Escapement,2015,08/16,George River,Chinook,2.0,2.0,Counted,Weir
George River Escapement,2015,08/17,George River,Chinook,3.0,3.0,Counted,Weir
George River Escapement,2015,08/18,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/19,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/20,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/21,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2015,08/22,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/23,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/24,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/25,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2015,08/26,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/27,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2015,08/28,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/29,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/30,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,08/31,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2015,09/01,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2015,09/02,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,09/03,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2015,09/04,George River,Chinook,1.0,1.0,Counted,Weir
George River Escapement,2015,09/05,George River,Chinook,0.0,0.0,Counted,Weir
George River Escapement,2015,09/06,George River,Chinook,0.0,0.0,Counted,Weir
